"Sample","YrBP","Abies","Cupressaceae","Larix","Picea","Pinus","Tsuga","Acer","Alnus","Betula","Carya","Corylus","Fagus","Fraxinus","Ostrya.Carpinus","Quercus","Tilia","Ulmus","Ambrosia","Artemisia","Asteraceae","Amarantaceae","Poaceae"
"Pene2",100,0.00973985697061778,0.00977233511002069,0.00101729189880731,0.0125247880481358,0.19228119877397,0.108784574302284,0.0517620819609735,0.036124283160489,0.429391462565791,0.000809371030341372,0.00796280068153037,0,0.00865824218635266,0.0049904924755164,0.0463785380543876,0.00415710441445828,0.0199686071863814,0.0378601147842319,0.00620605914318946,0.0019563216300352,0.00391626115915348,0.00573821446333331
"Pene3",200,0.00959385964817578,0.00902691440163434,0.000955860176870616,0.0119491301355685,0.198952933704214,0.111892996127962,0.0516062661721859,0.0352551938445136,0.424625375413344,0.000717279451364074,0.00815966346167581,0,0.00897624885255239,0.00518523212063184,0.0448374431558059,0.00400720962352688,0.0218480304849666,0.0348789480848093,0.00678160675585923,0.00188911825087957,0.00353031258864862,0.00533037754481202
"Pene4",300,0.0089488923814533,0.00812381414814275,0.000856875475229572,0.0108802335295265,0.21016154331194,0.11869218707754,0.0520326353610213,0.0334598789876364,0.415800724163776,0.000577816678408015,0.00808996614155542,0,0.00954204732101439,0.00547435554412786,0.0423528299983117,0.00375112282723192,0.0241867387254734,0.0299719469218472,0.00777234525554364,0.00169885436857826,0.00293929764709144,0.00468589413455037
"Pene5",400,0.00813427496897329,0.00773934071482887,0.000787176768088751,0.00957175287905479,0.223111569386608,0.125571768471432,0.0529887897974724,0.03095034547136,0.407792948474746,0.000408880243740262,0.00775246362085681,0,0.00978153281127305,0.00548804886225249,0.0400340115131018,0.00383003422989946,0.0252212962014417,0.0247637305592193,0.00848214375992489,0.00157070452308779,0.0022785133970764,0.00374067334556251
"Pene6",500,0.00659507309029952,0.00701250018777517,0.000609756097560976,0.00700108990334724,0.249250038395727,0.140703723418594,0.0553189639133125,0.0261390030446444,0.389600626685406,1.91442519383555e-05,0.00691693020038488,0,0.0105764152256835,0.00561513551880739,0.0358636165096375,0.00401838089391852,0.0265952181673194,0.0144474940067379,0.00979441592391846,0.00124117759736218,0.000964607979053321,0.00171668898857199
"Pene7",600,0.00463641069513552,0.0096440320332989,0,0.00426942267870575,0.275731977219378,0.16250405908149,0.0638745675687179,0.0216529931105688,0.347892286214691,0,0.00554982721965767,0,0.0128694890755375,0.00701378213883974,0.037156841967133,0.00402887388765345,0.0277451389517513,0.00347833549299353,0.0107938874623058,0.000122329338809924,0,0.00103574586333207
"Pene8",700,0.00475315784580825,0.0110503879194755,0,0.00449810785601025,0.291424000520031,0.158682960428225,0.0631807946988342,0.0190932269064238,0.347250267005672,0,0.00398429805838083,0,0.0118823611229893,0.00644942563207393,0.0377940475367766,0.0051853051371842,0.0213664179064052,0.00297151773525568,0.00941723354929618,0.000255049989798,0.000255049989798,0.000506390161562575
"Pene9",800,0.00691939223165318,0.0106944824580077,0,0.00613145429066211,0.317918702979022,0.1429901189928,0.0565105222442776,0.017010975078038,0.352007964883685,0,0.00300613657375042,0,0.0102636320836513,0.00593297100634303,0.0372738987748146,0.00664160680617629,0.0148057655373804,0.00295326847964521,0.0073367976510587,0.000787937940991073,0.000787937940991073,2.64340470526038e-05
"Pene10",900,0.00949129935235623,0.00823095760289975,0,0.00818378138039351,0.341086902050455,0.126520865972125,0.0473537043256951,0.0164147389832933,0.358320516798501,0,0.00295370949254266,0,0.00919980202624522,0.00590741898508533,0.0348143430357837,0.00721493695704804,0.0124921850674051,0.00295370949254266,0.00624609253370256,0.00130751797196271,0.00130751797196271,0
"Pene11",1000,0.012056572624898,0.00567475958957685,0,0.0102363025070676,0.363793200616138,0.110199012266937,0.0381604667369515,0.0159110620966444,0.36464899756048,0,0.00295522203574581,0,0.00818034790732236,0.00591044407149163,0.0322717579112892,0.00773071418932207,0.0104502517431531,0.00295522203574581,0.00522512587157655,0.00182027011783044,0.00182027011783044,0
